Seconds,Adj Seconds,Voltage,,,
0.000000104,0.000000354,5.27,,,
0.000000104,0.000000354,5.27,,,
0.000000105,0.000000355,5.27,,,
0.000000105,0.000000355,5.27,,,
0.000000106,0.000000356,5.26,,,
0.000000106,0.000000356,5.26,,,
0.000000107,0.000000357,5.25,,,
0.000000107,0.000000357,5.25,,,
0.000000108,0.000000358,5.25,,,
0.000000108,0.000000358,5.25,,,
0.000000109,0.000000359,5.24,,,
0.000000109,0.000000359,5.24,,,
0.000000110,0.000000360,5.24,,,
0.000000110,0.000000360,5.25,,,
0.000000111,0.000000361,5.25,,,
0.000000111,0.000000361,5.25,,,
0.000000112,0.000000362,5.25,,,
0.000000112,0.000000362,5.25,,,
0.000000113,0.000000363,5.26,,,
0.000000113,0.000000363,5.26,,,
0.000000114,0.000000364,5.26,,,
0.000000114,0.000000364,5.27,,,
0.000000115,0.000000365,5.27,,,
0.000000115,0.000000365,5.27,,,
0.000000116,0.000000366,5.26,,,
0.000000116,0.000000366,5.26,,,
0.000000117,0.000000367,5.26,,,
0.000000117,0.000000367,5.25,,,
0.000000118,0.000000368,5.25,,,
0.000000118,0.000000368,5.25,,,
0.000000119,0.000000369,5.25,,,
0.000000119,0.000000369,5.25,,,
0.000000120,0.000000370,5.25,,,
0.000000120,0.000000370,5.25,,,
0.000000121,0.000000371,5.25,,,
0.000000121,0.000000371,5.25,,,
0.000000122,0.000000372,5.26,,,
0.000000122,0.000000372,5.26,,,
0.000000123,0.000000373,5.26,,,
0.000000123,0.000000373,5.26,,,
0.000000124,0.000000374,5.26,,,
0.000000124,0.000000374,5.26,,,
0.000000125,0.000000375,5.26,,,
0.000000125,0.000000375,5.26,,,
0.000000126,0.000000376,5.26,,,
0.000000126,0.000000376,5.25,,,
0.000000127,0.000000377,5.25,,,
0.000000127,0.000000377,5.25,,,
0.000000128,0.000000378,5.25,,,
0.000000128,0.000000378,5.25,,,
0.000000129,0.000000379,5.25,,,
0.000000129,0.000000379,5.25,,,
0.000000130,0.000000380,5.25,,,
0.000000130,0.000000380,5.25,,,
0.000000131,0.000000381,5.25,,,
0.000000131,0.000000381,5.25,,,
0.000000132,0.000000382,5.26,,,
0.000000132,0.000000382,5.26,,,
0.000000133,0.000000383,5.27,,,
0.000000133,0.000000383,5.27,,,
0.000000134,0.000000384,5.27,,,
0.000000134,0.000000384,5.27,,,
0.000000135,0.000000385,5.27,,,
0.000000135,0.000000385,5.27,,,
0.000000136,0.000000386,5.26,,,
0.000000136,0.000000386,5.26,,,
0.000000137,0.000000387,5.25,,,
0.000000137,0.000000387,5.25,,,
0.000000138,0.000000388,5.24,,,
0.000000138,0.000000388,5.24,,,
0.000000139,0.000000389,5.24,,,
0.000000139,0.000000389,5.24,,,
0.000000140,0.000000390,5.25,,,
0.000000140,0.000000390,5.25,,,
0.000000141,0.000000391,5.25,,,
0.000000141,0.000000391,5.26,,,
0.000000142,0.000000392,5.27,,,
0.000000142,0.000000392,5.27,,,
0.000000143,0.000000393,5.27,,,
0.000000143,0.000000393,5.27,,,
0.000000144,0.000000394,5.27,,,
0.000000144,0.000000394,5.27,,,
0.000000145,0.000000395,5.26,,,
0.000000145,0.000000395,5.26,,,
0.000000146,0.000000396,5.25,,,
0.000000146,0.000000396,5.25,,,
0.000000147,0.000000397,5.25,,,
0.000000147,0.000000397,5.24,,,
0.000000148,0.000000398,5.24,,,
0.000000148,0.000000398,5.24,,,
0.000000149,0.000000399,5.24,,,
0.000000149,0.000000399,5.24,,,
0.000000150,0.000000400,5.25,,,
0.000000150,0.000000400,5.25,,,
0.000000151,0.000000401,5.25,,,
0.000000151,0.000000401,5.26,,,
0.000000152,0.000000402,5.26,,,
0.000000152,0.000000402,5.27,,,
0.000000153,0.000000403,5.27,,,
0.000000153,0.000000403,5.27,,,
0.000000154,0.000000404,5.27,,,
0.000000154,0.000000404,5.26,,,
0.000000155,0.000000405,5.26,,,
0.000000155,0.000000405,5.26,,,
0.000000156,0.000000406,5.25,,,
0.000000156,0.000000406,5.25,,,
0.000000157,0.000000407,5.25,,,
0.000000157,0.000000407,5.25,,,
0.000000158,0.000000408,5.25,,,
0.000000158,0.000000408,5.25,,,
0.000000159,0.000000409,5.25,,,
0.000000159,0.000000409,5.25,,,
0.000000160,0.000000410,5.25,,,
0.000000160,0.000000410,5.25,,,
0.000000161,0.000000411,5.25,,,
0.000000161,0.000000411,5.26,,,
0.000000162,0.000000412,5.26,,,
0.000000162,0.000000412,5.26,,,
0.000000163,0.000000413,5.26,,,
0.000000163,0.000000413,5.26,,,
0.000000164,0.000000414,5.26,,,
0.000000164,0.000000414,5.25,,,
0.000000165,0.000000415,5.25,,,
0.000000165,0.000000415,5.25,,,
0.000000166,0.000000416,5.25,,,
0.000000166,0.000000416,5.25,,,
0.000000167,0.000000417,5.25,,,
0.000000167,0.000000417,5.25,,,
0.000000168,0.000000418,5.25,,,
0.000000168,0.000000418,5.25,,,
0.000000169,0.000000419,5.25,,,
0.000000169,0.000000419,5.25,,,
0.000000170,0.000000420,5.25,,,
0.000000170,0.000000420,5.25,,,
0.000000171,0.000000421,5.26,,,
0.000000171,0.000000421,5.26,,,
0.000000172,0.000000422,5.26,,,
0.000000172,0.000000422,5.26,,,
0.000000173,0.000000423,5.26,,,
0.000000173,0.000000423,5.26,,,
0.000000174,0.000000424,5.26,,,
0.000000174,0.000000424,5.26,,,
0.000000175,0.000000425,5.25,,,
0.000000175,0.000000425,5.25,,,
0.000000176,0.000000426,5.25,,,
0.000000176,0.000000426,5.25,,,
0.000000177,0.000000427,5.25,,,
0.000000177,0.000000427,5.25,,,
0.000000178,0.000000428,5.25,,,
0.000000178,0.000000428,5.25,,,
0.000000179,0.000000429,5.25,,,
0.000000179,0.000000429,5.25,,,
0.000000180,0.000000430,5.26,,,
0.000000180,0.000000430,5.26,,,
0.000000181,0.000000431,5.26,,,
0.000000181,0.000000431,5.26,,,
0.000000182,0.000000432,5.26,,,
0.000000182,0.000000432,5.26,,,
0.000000183,0.000000433,5.26,,,
0.000000183,0.000000433,5.26,,,
0.000000184,0.000000434,5.25,,,
0.000000184,0.000000434,5.25,,,
0.000000185,0.000000435,5.25,,,
0.000000185,0.000000435,5.25,,,
0.000000186,0.000000436,5.24,,,
0.000000186,0.000000436,5.24,,,
0.000000187,0.000000437,5.24,,,
0.000000187,0.000000437,5.24,,,
0.000000188,0.000000438,5.24,,,
0.000000188,0.000000438,5.25,,,
0.000000189,0.000000439,5.25,,,
0.000000189,0.000000439,5.25,,,
0.000000190,0.000000440,5.26,,,
0.000000190,0.000000440,5.26,,,
0.000000191,0.000000441,5.26,,,
0.000000191,0.000000441,5.26,,,
0.000000192,0.000000442,5.26,,,
0.000000192,0.000000442,5.26,,,
0.000000193,0.000000443,5.26,,,
0.000000193,0.000000443,5.26,,,
0.000000194,0.000000444,5.25,,,
0.000000194,0.000000444,5.25,,,
0.000000195,0.000000445,5.25,,,
0.000000195,0.000000445,5.25,,,
0.000000196,0.000000446,5.25,,,
0.000000196,0.000000446,5.25,,,
0.000000197,0.000000447,5.25,,,
0.000000197,0.000000447,5.25,,,
0.000000198,0.000000448,5.25,,,
0.000000198,0.000000448,5.25,,,
0.000000199,0.000000449,5.26,,,
0.000000199,0.000000449,5.26,,,
0.000000200,0.000000450,5.26,,,
0.000000200,0.000000450,5.26,,,
0.000000201,0.000000451,5.26,,,
0.000000201,0.000000451,5.26,,,
0.000000202,0.000000452,5.26,,,
0.000000202,0.000000452,5.26,,,
0.000000203,0.000000453,5.25,,,
0.000000203,0.000000453,5.25,,,
0.000000204,0.000000454,5.25,,,
0.000000204,0.000000454,5.25,,,
0.000000205,0.000000455,5.25,,,
0.000000205,0.000000455,5.25,,,
0.000000206,0.000000456,5.25,,,
0.000000206,0.000000456,5.25,,,
0.000000207,0.000000457,5.25,,,
0.000000207,0.000000457,5.25,,,
0.000000208,0.000000458,5.25,,,
0.000000208,0.000000458,5.25,,,
0.000000209,0.000000459,5.25,,,
0.000000209,0.000000459,5.26,,,
0.000000210,0.000000460,5.26,,,
0.000000210,0.000000460,5.25,,,
0.000000211,0.000000461,5.25,,,
0.000000211,0.000000461,5.25,,,
0.000000212,0.000000462,5.25,,,
0.000000212,0.000000462,5.25,,,
0.000000213,0.000000463,5.25,,,
0.000000213,0.000000463,5.25,,,
0.000000214,0.000000464,5.25,,,
0.000000214,0.000000464,5.25,,,
0.000000215,0.000000465,5.25,,,
0.000000215,0.000000465,5.25,,,
0.000000216,0.000000466,5.25,,,
0.000000216,0.000000466,5.25,,,
0.000000217,0.000000467,5.25,,,
0.000000217,0.000000467,5.25,,,
0.000000218,0.000000468,5.25,,,
0.000000218,0.000000468,5.26,,,
0.000000219,0.000000469,5.26,,,
0.000000219,0.000000469,5.26,,,
0.000000220,0.000000470,5.26,,,
0.000000220,0.000000470,5.26,,,
0.000000221,0.000000471,5.26,,,
0.000000221,0.000000471,5.26,,,
0.000000222,0.000000472,5.25,,,
0.000000222,0.000000472,5.25,,,
0.000000223,0.000000473,5.25,,,
0.000000223,0.000000473,5.25,,,
0.000000224,0.000000474,5.25,,,
0.000000224,0.000000474,5.25,,,
0.000000225,0.000000475,5.25,,,
0.000000225,0.000000475,5.25,,,
0.000000226,0.000000476,5.25,,,
0.000000226,0.000000476,5.25,,,
0.000000227,0.000000477,5.25,,,
0.000000227,0.000000477,5.25,,,
0.000000228,0.000000478,5.25,,,
0.000000228,0.000000478,5.25,,,
0.000000229,0.000000479,5.25,,,
0.000000229,0.000000479,5.25,,,
0.000000230,0.000000480,5.25,,,
0.000000230,0.000000480,5.25,,,
0.000000231,0.000000481,5.25,,,
0.000000231,0.000000481,5.25,,,
0.000000232,0.000000482,5.25,,,
0.000000232,0.000000482,5.25,,,
0.000000233,0.000000483,5.25,,,
0.000000233,0.000000483,5.25,,,
0.000000234,0.000000484,5.25,,,
0.000000234,0.000000484,5.25,,,
0.000000235,0.000000485,5.26,,,
0.000000235,0.000000485,5.26,,,
0.000000236,0.000000486,5.25,,,
0.000000236,0.000000486,5.25,,,
0.000000237,0.000000487,5.25,,,
0.000000237,0.000000487,5.26,,,
0.000000238,0.000000488,5.26,,,
0.000000238,0.000000488,5.26,,,
0.000000239,0.000000489,5.26,,,
0.000000239,0.000000489,5.26,,,
0.000000240,0.000000490,5.26,,,
0.000000240,0.000000490,5.25,,,
0.000000241,0.000000491,5.25,,,
0.000000241,0.000000491,5.25,,,
0.000000242,0.000000492,5.25,,,
0.000000242,0.000000492,5.25,,,
0.000000243,0.000000493,5.25,,,
0.000000243,0.000000493,5.25,,,
0.000000244,0.000000494,5.25,,,
0.000000244,0.000000494,5.25,,,
0.000000245,0.000000495,5.25,,,
0.000000245,0.000000495,5.25,,,
0.000000246,0.000000496,5.25,,,
0.000000246,0.000000496,5.26,,,
0.000000247,0.000000497,5.26,,,
0.000000247,0.000000497,5.26,,,
0.000000248,0.000000498,5.26,,,
0.000000248,0.000000498,5.25,,,
0.000000249,0.000000499,5.25,,,
0.000000249,0.000000499,5.25,,,
0.000000250,0.000000500,5.25,,,
